,Shannon,Sobs,input,filtered,percentage of input passed filter,denoised,merged,percentage of input merged,non-chimeric,percentage of input non-chimeric,Date,Year,SampleType,Dosing,Time,InfluentFlowgalpermin,WindSpeedmps,WindDirection,H2OUse,PercentCloudCover,Port,PSampleID,ImidAbsorbance,ImidConcentration,PyreAbsorbance,PyreConcentration,FilterVolmL,ConductivitymgL,TempC,Turbidityppm,Phosppm,Nitratesppm,DisO2ppm,Salinity,pH,avgImidppm,avgPyreppm,ImidConcentrationppm,PyreConcentrationppm,TurbidityppmSONDE,NitratesppmSONDE,DisO2ppmSONDE,SalinitySONDE,pHSONDE
B0421_S113,4.790882585967132,229.0,9875,8824,89.36,8156,6390,64.71,5801,58.74,9/12/19,2019,Water,Post,8:00:00,0.0,10.0,SE,0,,1,P_0185,0.80545,-0.15157,0.64145,1.959613,420.0,1120,15.0,5.0,1.25,30.4,4.5,0.0,7.6,-0.11097,2.550006,,,,,,,
B0422_S114,4.6706149505462395,190.0,8248,7028,85.21,6574,5858,71.02,5704,69.16,9/12/19,2019,Water,Post,8:00:00,0.0,10.0,SE,0,,2,,,,,,300.0,1702,15.0,15.0,1.17,30.2,1.1,0.0,7.6,-0.11097,2.550006,,,,,,,
B0423_S115,5.004505387635344,242.0,9902,8625,87.1,8015,6769,68.36,6521,65.86,9/12/19,2019,Water,Post,8:00:00,0.0,10.0,SE,0,,3,,,,,,300.0,1702,17.0,15.0,1.14,44.6,2.5,1.0,7.6,-0.11097,2.550006,,,,,,,
B0424_S116,4.82527099964524,207.0,8261,7264,87.93,6589,5036,60.96,4683,56.69,9/12/19,2019,Water,Post,8:00:00,0.0,10.0,SE,0,,4,P_0186,0.7437,-0.07037,0.60415,3.140399,420.0,1657,17.0,11.0,1.65,37.6,0.8,2.0,7.7,-0.11097,2.550006,,,,,,,
B0427_S119,4.737968046486442,160.0,5602,4636,82.76,4103,3027,54.03,2787,49.75,9/12/19,2019,Water,Post,11:00:00,0.0,0.0,,0,,3,,,,,,300.0,1665,22.0,29.0,1.18,45.8,6.4,0.0,7.6,-0.126035,2.1991485,,,,,,,
B0428_S120,4.958699458370105,221.0,8351,7333,87.81,6506,4439,53.16,4068,48.71,9/12/19,2019,Water,Post,11:00:00,0.0,0.0,,0,,4,P_0188,0.82245,-0.17266,0.7414,0.203722,360.0,1641,20.6,9.0,1.26,52.0,0.9,1.0,7.6,-0.126035,2.1991485,,,,,,,
B0429_S121,4.250504330217479,114.0,3487,2837,81.36,2514,2201,63.12,2129,61.06,9/12/19,2019,Water,Post,14:09:00,0.0,,W,0,0.0,1,P_0189,0.76565,-0.10009,0.81855,-0.3989,110.0,1720,21.3,59.0,1.51,46.8,2.5,,,-0.086605,0.5304625,,,,,,,
B0431_S123,4.745897113945972,192.0,6465,5220,80.74,4687,3773,58.36,3632,56.18,9/12/19,2019,Water,Post,14:09:00,0.0,,W,0,0.0,3,,,,,,70.0,1606,20.5,74.0,1.17,41.2,3.3,0.0,7.6,-0.086605,0.5304625,,,,,,,
B0432_S124,4.939944905099311,229.0,9748,8640,88.63,7797,5473,56.14,4954,50.82,9/12/19,2019,Water,Post,14:09:00,0.0,,W,0,0.0,4,P_0190,0.7457,-0.07312,0.662,1.459825,330.0,1683,21.0,20.0,1.05,45.2,1.9,0.0,7.5,-0.086605,0.5304625,,,,,,,
B0439_S127,5.309490621703995,333.0,14172,12740,89.9,11564,8318,58.69,7811,55.12,9/13/19,2019,Water,Post,8:03:00,20.2,1.9,E,7.8,0.0,3,,,,,,250.0,1667,20.5,58.0,1.13,30.3,2.0,1.5,7.5,-0.102185,0.4386735,,,,,,,
B0440_S128,5.219656843272377,338.0,18462,16606,89.95,14961,9889,53.56,9002,48.76,9/13/19,2019,Water,Post,8:03:00,20.2,1.9,E,7.8,0.0,4,P_0194,0.7681,-0.10335,0.73055,0.327209,480.0,1631,19.0,12.0,1.26,27.4,1.0,2.0,7.5,-0.102185,0.4386735,,,,,,,
B0442_S130,4.709748983643741,203.0,9278,8083,87.12,7435,5408,58.29,5031,54.23,9/13/19,2019,Water,Post,10:57:00,12.7,2.0,SE,7.8,0.0,2,,,,,,145.0,1732,22.2,12.0,1.42,29.2,3.3,0.0,7.5,-0.129555,1.789596,,,,,,,
B0443_S131,5.174639134147986,297.0,13890,12458,89.69,11151,6937,49.94,6344,45.67,9/13/19,2019,Water,Post,10:57:00,12.7,2.0,SE,7.8,0.0,3,,,,,,360.0,1711,21.6,40.0,1.23,27.7,2.4,0.0,7.4,-0.129555,1.789596,,,,,,,
B0444_S132,5.0429817250401765,260.0,12140,10867,89.51,9642,5914,48.71,5289,43.57,9/13/19,2019,Water,Post,10:57:00,12.7,2.0,SE,7.8,0.0,4,P_0196,0.7971,-0.14102,0.6648,1.398605,480.0,1731,19.4,13.0,1.17,28.5,1.4,0.0,7.4,-0.129555,1.789596,,,,,,,
B0445_S133,4.176717080911078,103.0,2693,2347,87.15,2036,1695,62.94,1616,60.01,9/13/19,2019,Water,Post,14:04:00,10.9,3.0,W,0,10.0,1,P_0197,0.7635,-0.09722,0.60975,2.936874,290.0,1678,22.6,20.0,1.33,29.0,8.3,3.0,7.5,-0.08743,2.188426,,,,,,,
B0446_S134,5.1557735170136425,264.0,12310,10884,88.42,9840,6001,48.75,5510,44.76,9/13/19,2019,Water,Post,14:04:00,10.9,3.0,W,0,10.0,2,,,,,,260.0,1700,24.9,5.0,1.28,25.5,4.4,4.0,7.5,-0.08743,2.188426,,,,,,,
B0447_S135,5.313897996357369,299.0,14263,12815,89.85,11566,6978,48.92,6144,43.08,9/13/19,2019,Water,Post,14:04:00,10.9,3.0,W,0,10.0,3,,,,,,240.0,1659,26.7,21.0,1.19,27.0,2.8,3.0,7.4,-0.08743,2.188426,,,,,,,
B0448_S136,5.116091127916259,290.0,17436,15471,88.73,14089,8658,49.66,7686,44.08,9/13/19,2019,Water,Post,14:04:00,10.9,3.0,W,0,10.0,4,P_0198,0.749,-0.07764,0.6629,1.439978,780.0,1699,23.4,4.0,1.18,29.1,6.1,3.0,7.4,-0.08743,2.188426,,,,,,,
B0449_S137,3.7528482535078145,68.0,1671,1461,87.43,1260,1105,66.13,1057,63.26,9/13/19,2019,Water,Post,17:07:00,10.4,1.9,W,0,5.0,1,P_0199,0.7785,-0.11705,0.68135,1.066637,310.0,1702,23.2,13.0,1.43,23.9,7.0,3.0,7.5,-0.124565,2.145871,,,,,,,
B0450_S138,5.25647143711218,320.0,17762,15808,89.0,14427,9408,52.97,8479,47.74,9/13/19,2019,Water,Post,17:07:00,10.4,1.9,W,0,5.0,2,,,,,,160.0,1675,25.7,23.0,1.32,22.5,3.5,3.0,7.4,-0.124565,2.145871,,,,,,,
B0451_S139,5.042053763166159,246.0,10990,9737,88.6,8666,5003,45.52,4547,41.37,9/13/19,2019,Water,Post,17:07:00,10.4,1.9,W,0,5.0,3,,,,,,180.0,1718,22.8,36.0,1.19,24.4,2.6,2.5,7.4,-0.124565,2.145871,,,,,,,
B0452_S140,5.083682906535122,302.0,10784,9641,89.4,9163,8618,79.91,8348,77.41,9/13/19,2019,Water,Post,17:07:00,10.4,1.9,W,0,5.0,4,P_0200,0.7901,-0.13208,0.6019,3.225105,540.0,1671,21.3,17.0,1.15,26.4,2.4,1.5,7.5,-0.124565,2.145871,,,,,,,
B0453_S141,5.584597301705264,451.0,123218,108779,88.28,103923,71857,58.32,58230,47.26,9/14/19,2019,Water,Post,8:09:00,0.0,0.0,,7.8,0.0,1,P_0201,0.7712,-0.10745,0.60365,3.159074,200.0,1684,20.5,57.0,1.17,24.6,1.4,4.0,7.5,-0.08867,3.040017,,,,,,,
B0454_S142,4.447135664449792,150.0,6727,5727,85.13,5184,3701,55.02,3434,51.05,9/14/19,2019,Water,Post,8:09:00,0.0,0.0,,7.8,0.0,2,,,,,,120.0,1685,19.3,33.0,1.12,20.9,1.3,3.5,7.5,-0.08867,3.040017,,,,,,,
B0455_S143,5.146600493992253,279.0,12378,11026,89.08,9831,6052,48.89,5481,44.28,9/14/19,2019,Water,Post,8:09:00,0.0,0.0,,7.8,0.0,3,,,,,,80.0,1685,19.9,26.0,0.97,25.9,2.7,3.5,7.4,-0.08867,3.040017,,,,,,,
B0456_S144,5.110060914096692,282.0,13722,12061,87.9,10944,6790,49.48,5981,43.59,9/14/19,2019,Water,Post,8:09:00,0.0,0.0,,7.8,0.0,4,P_0202,0.74335,-0.06989,0.6102,2.92096,300.0,1670,19.8,17.0,1.08,33.0,1.9,2.0,7.5,-0.08867,3.040017,,,,,,,
B0457_S145,5.006650277833703,279.0,13285,11853,89.22,10738,6691,50.37,6030,45.39,9/14/19,2019,Water,Post,11:05:00,0.0,3.8,W,7.8,0.0,1,P_0203,0.77955,-0.11842,0.67555,1.177392,300.0,1702,20.6,48.0,1.38,31.4,3.3,4.0,7.5,-0.10645,2.286593,,,,,,,
B0458_S146,4.83221200924912,209.0,10051,8650,86.06,7860,5383,53.56,4977,49.52,9/14/19,2019,Water,Post,11:05:00,0.0,3.8,W,7.8,0.0,2,,,,,,300.0,1710,23.9,10.0,1.17,49.0,3.9,5.0,7.5,-0.10645,2.286593,,,,,,,
B0459_S147,5.245589326947428,320.0,16080,14330,89.12,12938,8085,50.28,7334,45.61,9/14/19,2019,Water,Post,11:05:00,0.0,3.8,W,7.8,0.0,3,,,,,,180.0,1685,27.1,32.0,1.1,59.2,2.4,3.0,7.6,-0.10645,2.286593,,,,,,,
B0460_S148,5.289168031024962,327.0,26218,23160,88.34,21297,13243,50.51,11866,45.26,9/14/19,2019,Water,Post,11:05:00,0.0,3.8,W,7.8,0.0,4,P_0204,0.76145,-0.09448,0.5975,3.395794,300.0,1675,26.8,14.0,1.11,36.2,1.4,3.0,7.5,-0.10645,2.286593,,,,,,,
B0461_S149,5.018055519053154,255.0,11270,9901,87.85,8957,5331,47.3,4674,41.47,9/14/19,2019,Water,Post,14:28:00,0.0,3.8,W,0,20.0,1,P_0205,0.7541,-0.08457,0.60785,3.00478,120.0,1722,20.9,38.0,1.4,57.6,2.2,4.0,7.5,-0.064675,2.6718885,,,,,,,
B0462_S150,4.946266929698203,214.0,9328,8191,87.81,7330,4238,45.43,3829,41.05,9/14/19,2019,Water,Post,14:28:00,0.0,3.8,W,0,20.0,2,,,,,,180.0,1720,20.6,41.0,1.16,,3.0,3.0,7.5,-0.064675,2.6718885,,,,,,,
B0463_S151,5.13460352644765,294.0,13762,12072,87.72,10853,6675,48.5,6037,43.87,9/14/19,2019,Water,Post,14:28:00,0.0,3.8,W,0,20.0,3,,,,,,170.0,1541,20.7,25.0,1.2,58.4,3.0,4.0,7.5,-0.064675,2.6718885,,,,,,,
B0464_S152,5.254242032134661,316.0,16491,14701,89.15,13336,8418,51.05,7635,46.3,9/14/19,2019,Water,Post,14:28:00,0.0,3.8,W,0,20.0,4,P_0206,0.72535,-0.04478,0.62805,2.338997,300.0,1681,21.5,13.0,1.08,52.0,3.0,2.0,7.5,-0.064675,2.6718885,,,,,,,
B0465_S153,4.835541071249383,264.0,10737,9503,88.51,8508,5361,49.93,4896,45.6,9/14/19,2019,Water,Post,17:16:00,0.0,2.6,W,0,3.0,1,P_0207,0.76635,-0.10102,0.61735,2.67657,180.0,1617,23.4,4.0,1.42,57.6,5.9,2.0,7.5,-0.082035,2.9680205,,,,,,,
B0466_S154,5.226273421301629,316.0,15441,13683,88.61,12196,7353,47.62,6624,42.9,9/14/19,2019,Water,Post,17:16:00,0.0,2.6,W,0,3.0,2,,,,,,120.0,1703,20.8,40.0,1.39,67.2,5.3,2.0,7.5,-0.082035,2.9680205,,,,,,,
B0467_S155,5.0381715143721735,262.0,11211,9768,87.13,8691,5230,46.65,4810,42.9,9/14/19,2019,Water,Post,17:16:00,0.0,2.6,W,0,3.0,3,,,,,,120.0,1649,23.7,11.0,1.34,64.8,4.1,2.0,7.5,-0.082035,2.9680205,,,,,,,
SB0088_S2,4.6474286287572735,182.0,8320,6994,84.06,6192,3772,45.34,3421,41.12,7/15/19,2019,Sediment,Pre,11:00:00,0.0,3.2,W,0,0.0,4,P_0052,0.364,0.111707,0.8995,0.051211,70.0,4590,18.6,88.0,0.91,17.6,3.5,0.0,,0.5665365,0.049722,,,,,,,
SB0089_S3,3.38410409178511,50.0,2262,1658,73.3,1381,1104,48.81,1088,48.1,7/15/19,2019,Sediment,Pre,14:00:00,0.0,3.8,SW,0,0.0,1,P_0053,0.297,0.302018,0.9545,-0.23064,110.0,1726,23.5,49.0,0.32,17.2,6.7,0.0,,0.150304,-0.127095,,,,,,,
SB0090_S4,3.700537554770544,83.0,4548,2932,64.47,2604,2133,46.9,1995,43.87,7/15/19,2019,Sediment,Pre,14:00:00,0.0,3.8,SW,0,0.0,2,,,,,,45.0,1653,24.3,83.0,0.77,19.6,6.4,0.0,,0.150304,-0.127095,,,,,,,
SB0091_S5,5.441160590943999,392.0,37567,33302,88.65,31255,22148,58.96,19069,50.76,7/15/19,2019,Sediment,Pre,14:00:00,0.0,3.8,SW,0,0.0,3,,,,,,30.0,3550,22.3,143.0,0.7,19.8,8.7,0.0,,0.150304,-0.127095,,,,,,,
SB0093_S7,5.245627593735312,286.0,13619,12189,89.5,11188,8037,59.01,7501,55.08,7/15/19,2019,Sediment,Pre,17:00:00,0.0,3.3,SW,0,0.0,1,P_0055,0.321,0.230366,0.9185,-0.05625,100.0,1726,26.1,56.0,1.77,24.8,5.8,0.0,,0.191053,-0.037125,,,,,,,
SB0094_S8,4.762050388113856,210.0,10546,8770,83.16,8019,5736,54.39,5330,50.54,7/15/19,2019,Sediment,Pre,17:00:00,0.0,3.3,SW,0,0.0,2,,,,,,85.0,1679,27.2,59.0,0.86,32.2,4.9,0.0,,0.191053,-0.037125,,,,,,,
SB0095_S9,5.096047344690085,261.0,13512,12144,89.88,11158,7760,57.43,6889,50.98,7/15/19,2019,Sediment,Pre,17:00:00,0.0,3.3,SW,0,0.0,3,,,,,,35.0,1618,24.9,206.0,0.84,19.6,14.2,0.0,,0.191053,-0.037125,,,,,,,
SB0096_S10,4.786133107959769,198.0,8146,7012,86.08,6348,4360,53.52,4093,50.25,7/15/19,2019,Sediment,Pre,17:00:00,0.0,3.3,SW,0,0.0,4,P_0056,0.349,0.15174,0.9115,-0.018,70.0,1022,24.3,75.0,1.26,26.0,4.2,0.0,,0.191053,-0.037125,,,,,,,
SB0097_S11,5.213225096287523,292.0,16572,13474,81.31,12358,8494,51.26,7801,47.07,7/16/19,2019,Sediment,Pre,8:00:00,0.0,2.9,W,0,95.0,1,P_0057,0.2685,0.392544,0.9095,-0.00679,94.0,3781,18.6,117.0,1.02,17.0,7.3,2.0,,0.184502,-0.07492,,,,,,,
SB0098_S12,4.960009185831601,238.0,12585,9773,77.66,9033,6726,53.44,6284,49.93,7/16/19,2019,Sediment,Pre,8:00:00,0.0,2.9,W,0,95.0,2,,,,,,70.0,1710,19.7,85.0,0.86,9.4,4.8,2.5,,0.184502,-0.07492,,,,,,,
SB0099_S13,4.455086364031558,188.0,9261,7808,84.31,7116,5424,58.57,5033,54.35,7/16/19,2019,Sediment,Pre,8:00:00,0.0,2.9,W,0,95.0,3,,,,,,40.0,4196,20.4,228.0,1.37,9.4,7.1,3.0,,0.184502,-0.07492,,,,,,,
SB0100_S14,5.038114921891271,238.0,10923,9451,86.52,8591,5903,54.04,5503,50.38,7/16/19,2019,Sediment,Pre,8:00:00,0.0,2.9,W,0,95.0,4,P_0058,0.419,-0.02354,0.9355,-0.14305,80.0,1444,18.7,94.0,0.88,12.0,6.0,3.0,,0.184502,-0.07492,,,,,,,
SB0101_S15,5.201494146642745,275.0,14539,12861,88.46,11825,7861,54.07,7043,48.44,7/16/19,2019,Sediment,Pre,11:00:00,0.0,2.6,W,0,100.0,1,P_0059,0.358,0.12755,0.894,0.084542,68.0,1585,18.9,149.0,0.73,11.6,7.2,2.0,,0.1362595,0.0619445,,,,,,,
SB0102_S16,4.571289466429711,155.0,4659,4020,86.28,3575,2620,56.24,2484,53.32,7/16/19,2019,Sediment,Pre,11:00:00,0.0,2.6,W,0,100.0,2,,,,,,77.0,1630,20.3,74.0,0.91,12.8,4.1,2.0,,0.1362595,0.0619445,,,,,,,
SB0103_S17,4.4639104968146395,182.0,8836,7633,86.39,6997,5126,58.01,4620,52.29,7/16/19,2019,Sediment,Pre,11:00:00,0.0,2.6,W,0,100.0,3,,,,,,35.0,1610,20.8,186.0,0.92,5.0,8.2,2.5,,0.1362595,0.0619445,,,,,,,
SB0104_S18,4.584891785271747,158.0,6340,5505,86.83,4910,3266,51.51,2981,47.02,7/16/19,2019,Sediment,Pre,11:00:00,0.0,2.6,W,0,100.0,4,P_0060,0.3515,0.144969,0.9015,0.039347,92.0,1620,20.0,67.0,0.71,7.2,4.8,3.0,,0.1362595,0.0619445,,,,,,,
SB0105_S19,4.573379732800742,152.0,7148,5513,77.13,4861,2743,38.37,2471,34.57,7/16/19,2019,Sediment,Pre,14:00:00,0.0,3.9,W,0,0.0,1,P_0061,0.3135,0.252323,0.876,0.201192,58.0,1631,21.9,56.0,0.94,11.0,5.1,2.0,,0.172269,0.174533,,,,,,,
SB0106_S20,4.305552336915473,107.0,7594,4414,58.12,3756,2081,27.4,1757,23.14,7/16/19,2019,Sediment,Pre,14:00:00,0.0,3.9,W,0,0.0,2,,,,,,50.0,1675,23.4,55.0,0.78,7.2,8.3,2.0,,0.172269,0.174533,,,,,,,
SB0107_S21,5.031401752195486,224.0,8386,7286,86.88,6398,4037,48.14,3530,42.09,7/16/19,2019,Sediment,Pre,14:00:00,0.0,3.9,W,0,0.0,3,,,,,,31.0,1725,23.1,72.0,0.91,7.2,6.9,1.0,,0.172269,0.174533,,,,,,,
SB0108_S22,4.651286995810864,177.0,7621,6258,82.12,5554,3226,42.33,2973,39.01,7/16/19,2019,Sediment,Pre,14:00:00,0.0,3.9,W,0,0.0,4,P_0062,0.3715,0.092215,0.884,0.147874,70.0,1576,22.2,94.0,0.8,8.4,3.8,2.0,,0.172269,0.174533,,,,,,,
SB0109_S23,5.10513442403076,264.0,10428,9142,87.67,8095,5359,51.39,4914,47.12,7/16/19,2019,Sediment,Pre,17:00:00,0.0,3.5,SW,0,5.0,1,P_0063,0.3415,0.172294,1.004,-0.41907,65.0,1607,23.5,43.0,1.1,30.4,7.1,1.0,,0.161338,-0.482615,,,,,,,
SB0110_S24,4.683895795411653,185.0,9183,7473,81.38,6737,4244,46.22,3772,41.08,7/16/19,2019,Sediment,Pre,17:00:00,0.0,3.5,SW,0,5.0,2,,,,,,35.0,1543,26.0,92.0,0.87,10.4,6.2,1.0,,0.161338,-0.482615,,,,,,,
SB0111_S25,4.287671178072849,113.0,3847,3313,86.12,2876,1854,48.19,1636,42.53,7/16/19,2019,Sediment,Pre,17:00:00,0.0,3.5,SW,0,5.0,3,,,,,,18.0,1529,26.0,335.0,0.75,11.0,,1.0,,0.161338,-0.482615,,,,,,,
SB0112_S26,4.406644425350962,152.0,5726,4977,86.92,4562,3723,65.02,3504,61.19,7/16/19,2019,Sediment,Pre,17:00:00,0.0,3.5,SW,0,5.0,4,P_0064,0.3495,0.150382,1.0475,-0.54616,70.0,1622,23.2,59.0,0.79,12.0,5.0,0.0,,0.161338,-0.482615,,,,,,,
SB0113_S27,5.195295032421889,267.0,11986,10619,88.6,9652,6050,50.48,5331,44.48,7/17/19,2019,Sediment,Pre,8:00:00,0.0,1.0,W,0,100.0,1,P_0065,0.3,0.292838,1.024,-0.48141,95.0,1572,18.5,87.0,1.77,5.6,5.1,2.5,,0.164302,-0.337015,,,,,,,
SB0116_S30,5.161419690447062,291.0,18476,16079,87.03,14850,9684,52.41,8432,45.64,7/17/19,2019,Sediment,Pre,8:00:00,0.0,1.0,W,0,100.0,4,P_0066,0.394,0.035766,0.946,-0.19262,140.0,1612,20.5,53.0,0.99,3.8,3.0,3.5,,0.164302,-0.337015,,,,,,,
SB0117_S31,5.221697123805567,306.0,20583,18169,88.27,16577,9717,47.21,8119,39.45,7/17/19,2019,Sediment,Pre,11:00:00,0.0,1.6,W,0,10.0,1,P_0067,0.3215,0.228916,1.0185,-0.46497,44.0,3424,21.4,129.0,0.97,3.4,3.5,2.0,,0.2376725,-0.497705,,,,,,,
SB0118_S32,4.3252407026704685,167.0,11829,10375,87.71,9765,7009,59.25,5267,44.53,7/17/19,2019,Sediment,Pre,11:00:00,0.0,1.6,W,0,10.0,2,,,,,,40.0,1420,22.2,137.0,0.76,2.8,4.0,2.0,,0.2376725,-0.497705,,,,,,,
SB0119_S33,5.270502635742886,327.0,39368,34311,87.15,31935,18699,47.5,12398,31.49,7/17/19,2019,Sediment,Pre,11:00:00,0.0,1.6,W,0,10.0,3,,,,,,25.0,1558,21.8,266.0,0.84,1.8,9.8,2.0,,0.2376725,-0.497705,,,,,,,
SB0121_S35,4.848109372322449,200.0,10607,8125,76.6,7235,4133,38.96,3631,34.23,7/17/19,2019,Sediment,Pre,14:00:00,0.0,5.7,W,0,15.0,1,P_0069,0.2855,0.337815,0.9975,-0.39724,115.0,1521,23.3,42.0,1.25,1.7,6.0,2.0,,0.235348,-0.2006,,,,,,,
SB0122_S36,5.252417356308541,304.0,22096,19507,88.28,17965,11271,51.01,9657,43.7,7/17/19,2019,Sediment,Pre,14:00:00,0.0,5.7,W,0,15.0,2,,,,,,45.0,1342,23.4,87.0,1.16,1.8,6.2,2.0,,0.235348,-0.2006,,,,,,,
SB0123_S37,5.24306769685653,289.0,15550,13575,87.3,12348,7355,47.3,6425,41.32,7/17/19,2019,Sediment,Pre,14:00:00,0.0,5.7,W,0,15.0,3,,,,,,25.0,1517,23.1,197.0,1.1,1.1,12.5,1.0,,0.235348,-0.2006,,,,,,,
SB0125_S39,4.884977016024884,229.0,11902,10333,86.82,9312,5344,44.9,4608,38.72,7/17/19,2019,Sediment,Pre,17:00:00,0.0,3.0,W,0,90.0,1,P_0071,0.3015,0.288272,1.0725,-0.60619,85.0,1551,23.5,81.0,1.14,7.5,5.5,2.0,,0.2549815,-0.65651,,,,,,,
SB0126_S40,4.978914730047297,241.0,13351,11874,88.94,10779,6496,48.66,5466,40.94,7/17/19,2019,Sediment,Pre,17:00:00,0.0,3.0,W,0,90.0,2,,,,,,88.0,1553,23.9,146.0,0.86,1.4,5.2,1.0,,0.2549815,-0.65651,,,,,,,
SB0129_S43,4.3213115146689045,133.0,6228,4649,74.65,4189,2947,47.32,2714,43.58,7/18/19,2019,Sediment,Pre,8:00:00,200.0,0.0,,0,100.0,1,P_0073,0.285,0.339394,0.923,-0.08004,90.0,1632,21.0,57.0,1.51,3.0,5.5,2.0,7.4,0.1809055,0.0371835,,,,,,,
SB0130_S44,4.759746745901538,228.0,14516,12666,87.26,11724,7847,54.06,6455,44.47,7/18/19,2019,Sediment,Pre,8:00:00,200.0,0.0,,0,100.0,2,,,,,,54.0,1721,22.8,121.0,1.92,1.6,7.1,2.0,7.3,0.1809055,0.0371835,,,,,,,
SB0131_S45,4.745178507202143,223.0,12479,10549,84.53,9868,7522,60.28,6803,54.52,7/18/19,2019,Sediment,Pre,8:00:00,200.0,0.0,,0,100.0,3,,,,,,24.0,2894,23.0,385.0,1.1,3.6,,2.5,7.3,0.1809055,0.0371835,,,,,,,
SB0132_S46,4.988142231386991,245.0,13766,12098,87.88,11123,7036,51.11,6068,44.08,7/18/19,2019,Sediment,Pre,8:00:00,200.0,0.0,,0,100.0,4,P_0074,0.3995,0.022417,0.883,0.154407,70.0,1584,22.3,94.0,0.31,2.0,4.1,2.0,7.3,0.1809055,0.0371835,,,,,,,
SB0133_S47,4.65042831808659,194.0,9835,8445,85.87,7785,5250,53.38,4477,45.52,7/18/19,2019,Sediment,Pre,11:14:00,200.0,1.8,W,0,60.0,1,P_0075,0.349,0.15174,0.866,0.271336,50.0,1559,18.5,102.0,1.29,1.4,,1.5,7.4,0.1917785,-0.005997,,,,,,,
SB0134_S48,4.722652309931778,179.0,6677,5850,87.61,5094,2940,44.03,2548,38.16,7/18/19,2019,Sediment,Pre,11:14:00,200.0,1.8,W,0,60.0,2,,,,,,45.0,1630,20.8,65.0,1.06,2.8,,1.0,7.8,0.1917785,-0.005997,,,,,,,
SB0135_S49,4.899470921973311,222.0,11252,9646,85.73,8639,4819,42.83,4136,36.76,7/18/19,2019,Sediment,Pre,11:14:00,200.0,1.8,W,0,60.0,3,,,,,,25.0,1675,22.3,216.0,1.19,2.0,,1.0,7.3,0.1917785,-0.005997,,,,,,,
SB0137_S51,4.946218768562451,223.0,13177,9651,73.24,8659,5129,38.92,4421,33.55,7/18/19,2019,Sediment,Pre,14:00:00,200.0,4.0,W,0,25.0,1,P_0077,0.2715,0.382726,1.0715,-0.60395,75.0,1344,24.7,59.0,1.74,3.4,,3.0,7.3,0.255138,-0.30818,,,,,,,
SB0138_S52,5.01907976339821,264.0,15376,13472,87.62,12315,7592,49.38,6442,41.9,7/18/19,2019,Sediment,Pre,14:00:00,200.0,4.0,W,0,25.0,2,,,,,,55.0,1537,24.2,77.0,1.19,1.1,,2.0,7.3,0.255138,-0.30818,,,,,,,
SB0139_S53,4.859534464389117,221.0,11309,9629,85.14,8464,4846,42.85,4259,37.66,7/18/19,2019,Sediment,Pre,14:00:00,200.0,4.0,W,0,25.0,3,,,,,,30.0,1539,24.5,134.0,1.29,2.3,,0.0,7.4,0.255138,-0.30818,,,,,,,
SB0140_S54,4.945930060435167,229.0,13185,11609,88.05,10474,6174,46.83,5318,40.33,7/18/19,2019,Sediment,Pre,14:00:00,200.0,4.0,W,0,25.0,4,P_0078,0.358,0.12755,0.9105,-0.01241,110.0,2287,23.0,42.0,1.44,1.0,,0.0,7.5,0.255138,-0.30818,,,,,,,
SB0141_S55,5.020328842700913,253.0,11931,10228,85.73,9064,5107,42.8,4463,37.41,7/18/19,2019,Sediment,Pre,17:00:00,200.0,5.0,W,0,90.0,1,P_0079,0.349,0.15174,1.0505,-0.55382,55.0,1549,23.0,67.0,1.59,2.5,,1.5,7.2,0.120691,-0.5487,,,,,,,
SB0142_S56,5.10543497175793,257.0,15176,13290,87.57,11997,7029,46.32,5885,38.78,7/18/19,2019,Sediment,Pre,17:00:00,200.0,5.0,W,0,90.0,2,,,,,,70.0,1595,22.6,115.0,1.22,2.0,,1.0,7.2,0.120691,-0.5487,,,,,,,
SB0143_S57,5.11520359135793,252.0,16444,12465,75.8,10895,5638,34.29,4930,29.98,7/18/19,2019,Sediment,Pre,17:00:00,200.0,5.0,W,0,90.0,3,,,,,,25.0,1621,22.5,407.0,1.23,1.8,,1.0,7.2,0.120691,-0.5487,,,,,,,
SB0144_S58,4.933823717383351,209.0,13941,9715,69.69,8640,4594,32.95,4030,28.91,7/18/19,2019,Sediment,Pre,17:00:00,200.0,5.0,W,0,90.0,4,P_0080,0.3725,0.089642,1.0465,-0.54358,55.0,1650,22.0,91.0,1.4,1.6,,1.0,7.5,0.120691,-0.5487,,,,,,,
SB0145_S59,4.697548097341411,204.0,12522,10891,86.97,10061,6348,50.69,5364,42.84,7/19/19,2019,Sediment,Pre,8:00:00,53.0,2.0,W,6,100.0,1,P_0081,0.2955,0.306632,1.0835,-0.63003,300.0,3801,15.9,16.0,1.28,51.0,5.1,2.5,7.5,0.058071,-0.56226,,,,,,,
SB0146_S60,5.166396846659597,299.0,20011,17109,85.5,15678,9025,45.1,7440,37.18,7/19/19,2019,Sediment,Pre,8:00:00,53.0,2.0,W,6,100.0,2,,,,,,100.0,1547,15.9,55.0,1.39,28.8,5.3,2.0,7.4,0.058071,-0.56226,,,,,,,
